ticker,price,market_cap,sector,final_score,recommendation,piotroski,altman_z,beneish_m,magic_rank,growth_score,upside,risk_flags
EXPE,232.13999938964844,28445245440,Consumer Cyclical,61.37862640844879,HOLD,7.0,0.9130388879291342,-2.7975519658475685,8.209128683786322,5.0,13.293702374209479,BANKRUPTCY_RISK
ACGL,94.58000183105469,34297163776,Financial Services,61.372057065267526,HOLD,5.0,2.20178065346935,-2.2929602166798473,6.617533852424881,4.5,16.303656027084433,
ADSK,251.1699981689453,53248040960,Technology,61.33872784407547,HOLD,6.0,6.070904656182248,-2.6772549912318913,6.669363922037737,1.0,31.3851186072116,
TPR,144.4499969482422,29561657344,Consumer Cyclical,61.32556216807744,HOLD,7.0,5.8097110770298,-3.213884688261663,1.9662585897803522,5.5,14.226378321850069,
COIN,204.85000610351562,55239360512,Financial Services,61.26237964585307,HOLD,4.0,7.529692084626788,-2.109441973449601,3.4684098581095197,6.0,17.158893262967364,
EPAM,137.03500366210938,7570172416,Technology,61.226427141092685,HOLD,6.0,10.797002341278374,-2.682896776474167,7.363213570546339,0.5,40.839927640593864,
EFX,186.52000427246094,22828937216,Industrials,61.13423047296231,HOLD,8.0,5.251422165034543,-2.8458204885620084,4.900448569814488,1.0,28.672525467787164,
T,27.655000686645508,196058726400,Communication Services,61.09319645507172,HOLD,6.0,1.289961576126195,-3.3410376700118434,7.306859925003684,6.0,8.479476605064354,
BF-B,23.420000076293945,10742838272,Consumer Defensive,60.98340275998253,HOLD,4.0,8.181737370807237,-2.22860570048675,8.90836804665793,0.5,28.095644330788982,
CDNS,295.0,81383268352,Technology,60.97483933751859,HOLD,5.0,23.58807628204502,-2.5426283961540004,5.820753002092628,2.0,28.31694915254238,
VICI,28.815000534057617,30797801472,Real Estate,60.963322408011365,HOLD,5.0,5.081466535742371,-2.882931923687208,5.81499453733902,2.0,21.464512758318644,
LII,482.67498779296875,16928755712,Industrials,60.94242648869438,HOLD,5.0,12.858201340263157,-2.8562961695355096,7.79449694152682,2.0,16.020099272307405,
CLX,111.88500213623047,13647774720,Consumer Defensive,60.940224311511145,HOLD,7.0,4.116846637329652,-2.228767264795176,8.563400938999054,3.0,8.146755766846363,
TDY,645.9099731445312,29912260608,Technology,60.92310613534896,HOLD,7.0,9.125954594428347,-2.4420027851139405,3.9411016293103303,6.0,8.37423621006164,
EBAY,91.44999694824219,41335398400,Consumer Cyclical,60.90173818115154,HOLD,5.0,11.780394458774712,-2.026888126842235,7.656261853265416,5.5,8.255881141287382,
CPRT,34.494998931884766,33391767552,Industrials,60.87515774453049,HOLD,5.0,46.729940296456036,-2.341175972351338,7.27091220559858,1.0,27.55472202473233,
XYL,120.98999786376953,29447581696,Industrials,60.789681881219636,HOLD,7.0,7.064302355278824,-2.493506836313896,4.061507607276489,2.0,33.068851014676696,
IR,84.32499694824219,33317683200,Industrials,60.7178756193633,HOLD,5.0,6.0589657102120125,-2.5660841715895586,3.4422711430149855,3.5,22.14646158033108,
MRSH,174.38999938964844,85435351040,Financial Services,60.70733886209485,HOLD,6.0,4.592041058522068,-2.4868050740703302,7.4340064001298956,1.0,17.839326061835063,
PEP,159.00689697265625,217416515584,Consumer Defensive,60.64969939210937,HOLD,5.0,5.2548875489295,-2.5782866782746483,6.008027031830858,5.5,8.800311995114328,
MTD,1194.7650146484375,24407189504,Healthcare,60.551225633315376,HOLD,5.0,17.28430073412382,-2.4305362407770246,7.108946149991024,1.0,23.873730972570666,
GWW,1067.4599609375,50757013504,Industrials,60.54328431773218,HOLD,6.0,20.972790719496203,-2.5850021428225696,7.36734864485658,3.5,10.308587028019017,
CMG,33.63999938964844,44481433600,Consumer Cyclical,60.42384924609843,HOLD,5.0,9.509072994310905,-2.3406533470856283,7.045257956382551,1.0,33.76932466249454,
UPS,97.81999969482422,83059130368,Industrials,60.415780447320564,HOLD,6.0,3.492839174809548,-2.6996449601480075,7.426454750968906,1.0,17.562870945382755,
EMR,132.9600067138672,74763689984,Industrials,60.14696595281808,HOLD,7.0,7.119582710695893,-2.6835313392627946,4.4901496430757035,1.5,27.85799595049937,
WTW,291.3299865722656,27894444032,Financial Services,60.11544600304568,HOLD,6.0,2.4721684824333243,-2.3382511411059186,7.057723001522842,2.0,27.0037473153214,
PAYX,93.2249984741211,33464739840,Technology,60.022689176670625,HOLD,5.0,4.975448987373252,-1.8167269192013702,8.094677921668644,1.0,24.430144165892543,
PANW,167.39999389648438,136598396928,Technology,59.97738054248177,HOLD,4.0,9.77493688230637,-2.902257888455745,3.155356937907549,4.0,22.461175313283732,
TSCO,48.90999984741211,25743841280,Consumer Cyclical,59.81206139626816,HOLD,5.0,6.916107576267999,-3.576357738234509,6.7393640314674155,1.0,20.62972844830578,
CARR,56.09000015258789,46882484224,Industrials,59.6686289728623,HOLD,3.0,3.8612916321189434,-2.6912613733801787,3.834314486431151,4.0,28.365127124496986,
PWR,571.0150146484375,85434941440,Industrials,59.65780006457132,HOLD,5.0,7.272632394271534,-2.3842127587425535,3.449083574747096,8.0,5.426299581743806,
LHX,366.6199951171875,68543647744,Industrials,59.650961868761215,HOLD,8.0,4.301716550222114,-2.5090707093076188,3.470225920897337,6.0,6.377176693633212,
J,129.9149932861328,15341442048,Industrials,59.627100635659644,HOLD,7.0,3.8874443240717502,-2.546777627232765,4.230216984496488,1.5,23.157455465980057,
GNRC,203.80999755859375,11960399872,Industrials,59.60267567564118,HOLD,4.0,7.82920193251645,-2.830483715155579,2.575616290223045,5.5,16.28477642852843,
MSI,474.6300048828125,79051997184,Technology,59.59601912831787,HOLD,6.0,6.496630655946685,-2.3539268965263362,6.809366323600201,5.0,5.977286481117462,
HAS,93.61499786376953,13170296832,Consumer Cyclical,59.55871060228644,HOLD,5.0,4.602073957279294,-3.4709061844355444,0.6126886344765508,5.0,26.048178916498,
MDLZ,56.70000076293945,73163325440,Consumer Defensive,59.531109620238524,HOLD,5.0,2.8670929764429545,-2.4115465421672493,3.765996522229826,3.5,18.16578324244554,
ZBRA,205.4199981689453,10406626304,Technology,59.50281347689716,HOLD,5.0,4.73259363901827,-2.5598897167323744,5.084740071781912,2.0,61.86350061523183,
LIN,494.42999267578125,229102059520,Basic Materials,59.43114302110494,HOLD,6.0,6.316663574845341,-2.8150530984576685,5.124132097787635,6.0,6.182878825529665,
PKG,214.83999633789062,19330672640,Consumer Cyclical,59.29522885682374,HOLD,4.0,6.545543061881865,-2.9019152088834685,5.238782119741327,6.0,9.150997950674423,
NTAP,102.16000366210938,20233846784,Technology,59.25567165634271,HOLD,5.0,3.7907942023173646,-2.464313519579356,8.448054534486182,1.5,14.526229254037021,
CSCO,78.875,311622828032,Technology,59.21090277399469,HOLD,6.0,5.0314548433730435,-2.631252955905498,5.553153447219219,3.0,14.104595879556259,
GEN,20.8799991607666,12877031424,Technology,59.149076771128826,HOLD,8.0,1.1732140658273154,-2.5604325487725954,7.157871718897746,0.5,53.25671114071602,
PAYC,124.26499938964844,6822908928,Technology,59.0998591730401,HOLD,5.0,3.145613306783674,-2.7243155595116835,9.759132765384319,2.0,10.24826030893814,
CEG,305.1650085449219,110466785280,Utilities,59.05139019265091,HOLD,6.0,4.022299860670859,-2.049558803447846,3.7756950963254567,3.0,33.206622193763444,
ICE,160.8000030517578,91684716544,Financial Services,58.84540908885619,HOLD,8.0,1.7076559153079116,-2.4495216002289846,4.756037877761425,2.0,20.646763879448358,
TROW,88.05999755859375,19217948672,Financial Services,58.81862945045555,HOLD,4.0,14.232731130761868,-2.3404360116203686,9.444819221770894,1.0,15.262324340247094,
MLM,586.6199951171875,35380252672,Basic Materials,58.80252056370349,HOLD,7.0,6.725350927758983,-3.182256968654927,3.8179269485184135,1.5,20.947121800419552,
BEN,24.4950008392334,12771465216,Financial Services,58.75859231467088,HOLD,7.0,2.7350947809586574,-2.527479345993311,2.682676286051942,5.5,10.226573075900326,
WSM,182.96499633789062,21842491392,Consumer Cyclical,58.597532164945335,HOLD,6.0,11.09382029376943,-2.8085695957192574,8.25384516230675,1.5,12.589841840331841,
CBOE,291.3699951171875,30497026048,Financial Services,58.58626342978109,HOLD,7.0,11.546826157863451,-3.1325298778290813,7.709798381557211,5.5,-0.4701908707643336,
CI,269.239990234375,71920951296,Healthcare,58.510486087329184,HOLD,6.0,2.0298807768752756,-2.513741293806296,6.255243043664592,2.0,24.98143374135275,
AMGN,367.0400085449219,197864767488,Healthcare,58.49789796446298,HOLD,7.0,2.7609461606155374,-2.2680082919009177,6.915615648898157,6.0,-4.642547991559442,
A,112.26499938964844,31752992768,Healthcare,58.42830062681937,HOLD,5.0,7.90058623871946,-2.4747289970692075,6.047483646743022,1.0,42.51993129637254,
EQR,60.34000015258789,23661641728,Real Estate,58.37283651834794,HOLD,6.0,3.0499819267516846,-3.4913195852382417,4.181778034626493,3.0,16.00928044909494,
ALB,164.1199951171875,19341084672,Basic Materials,58.33333333333333,HOLD,5.0,4.743006728392997,-2.492095978765578,0.0,5.0,20.034124945796524,
BX,107.18830108642578,131012190208,Financial Services,58.33333333333333,HOLD,5.0,5.33924682409218,-3.2264419769971777,0.0,5.0,50.20295906190911,
PCG,18.434999465942383,40519536640,Utilities,58.2360179137606,HOLD,5.0,0.6129106295609162,-2.689098562798468,3.782232885996522,6.0,19.338218808434217,BANKRUPTCY_RISK
RSG,225.24000549316406,69726101504,Industrials,58.215440914922794,HOLD,7.0,4.678876734836543,-2.7639596260264065,4.500014471096617,4.0,10.548745306062889,
EW,84.02999877929688,48804622336,Healthcare,58.20030222001765,HOLD,4.0,21.635901906105754,-2.7441688281686702,4.109283897006198,3.5,17.815067759338586,
HAL,34.189998626708984,28775213056,Energy,58.135332098094906,HOLD,5.0,6.137283135851726,-2.837504602110225,5.791608498849333,5.0,8.218781767062906,
UAL,90.30000305175781,29233541120,Industrials,58.10540263009706,HOLD,7.0,0.6173107902211832,-2.6062087455802008,7.719367981715194,2.0,50.05536591436728,BANKRUPTCY_RISK
HIG,136.11000061035156,37961117696,Financial Services,58.08822088399346,HOLD,6.0,1.9200741373497137,-2.3765012166649186,6.4416200565135995,5.0,10.20498077096626,
YUM,163.64999389648438,45437882368,Consumer Cyclical,58.025682864447674,HOLD,4.0,2.8170032900134157,-2.5241022118028846,7.225564795014296,5.5,5.407886607752417,
JBL,259.25,27693852672,Technology,57.97570536911719,HOLD,5.0,3.2085517630019442,-2.602708862041996,6.78357753187457,5.0,6.075216972034716,
LYV,157.16000366210938,36901470208,Communication Services,57.92573194989485,HOLD,5.0,2.067965840999576,-2.585690590275985,4.507132207087499,4.5,17.07813420238653,
COP,121.99400329589844,149118058496,Energy,57.84533263087104,HOLD,7.0,5.5232922322092035,-2.843999630176362,7.339332982102187,5.5,-0.8147968498807816,
MO,68.11650085449219,114345238528,Consumer Defensive,57.79317112487445,HOLD,6.0,7.8456024508937485,-2.363942955932141,8.896585562437224,5.0,-2.373141359602857,
DLTR,113.55999755859375,23162587136,Consumer Defensive,57.73704276586201,HOLD,5.0,3.068300962183687,-5.863296639662253,6.213389237730108,2.5,14.476930957068463,
DOV,207.57000732421875,28468893696,Industrials,57.6436492238609,HOLD,4.0,10.136463995188315,-2.5632891441739756,5.845987117109338,4.0,12.285008322975555,
GIS,38.97990036010742,20798976000,Consumer Defensive,57.52308701480706,HOLD,5.0,3.2513520286034328,-2.526204362748758,8.090108261239608,0.0,18.0095371589945,
MKC,57.459999084472656,15424460800,Consumer Defensive,57.494108410038855,HOLD,5.0,3.2270318066610293,-2.4563816128514495,5.5803875383527615,1.0,21.82387942104234,
TKO,197.9600067138672,15623471104,Communication Services,57.4784802164423,HOLD,6.0,3.0137870099796316,-1.4760281471474466,3.628664243884694,3.5,19.721151728672904,ACCOUNTING_RISK
ABT,108.94999694824219,189320544256,Healthcare,57.31526063095542,HOLD,5.0,9.141174137389886,-2.516871707718345,5.490963648811047,1.0,23.910053952670722,
CDW,117.94999694824219,15356342272,Technology,57.295630678718425,HOLD,5.0,2.157591640621873,-2.326720701848667,8.731148672692544,0.5,40.737604319602234,
FOX,52.560001373291016,24537841664,Communication Services,57.199527046999705,HOLD,7.0,5.5744725365734595,-2.621531448164072,9.266430190166519,4.0,0.0,
MCK,949.8099975585938,117231861760,Healthcare,57.17218818160576,HOLD,6.0,2.2513165834615583,-2.471927232664302,6.9439865866486095,6.0,5.284215008308546,
POOL,207.72000122070312,7737462784,Industrials,57.16223490640058,HOLD,5.0,6.842907763495106,-2.1545363996939813,8.164450786533623,0.0,20.35432242000338,
CBRE,135.97000122070312,40463720448,Real Estate,57.14961485659401,HOLD,6.0,3.5762071963207944,-2.230180742669536,3.074807428297004,2.0,32.38214193131357,
HSIC,74.97000122070312,8825829376,Healthcare,57.13149165667918,HOLD,4.0,3.532694672156696,-2.5442351951603435,4.958804012283876,2.5,18.047216965444758,
DLR,182.22500610351562,63743119360,Real Estate,56.97821826394019,HOLD,6.0,3.0305010541455064,-2.4642333171060584,2.111898732430575,6.0,9.754420799079039,
ON,59.93000030517578,24114538496,Technology,56.845739218773915,HOLD,5.0,9.869346866189403,-3.1643982240563746,0.8547348603360714,5.0,16.802936164768443,
SWK,71.27999877929688,11068816384,Industrials,56.818585726115636,HOLD,8.0,2.740645434805222,-2.7671411937704145,4.242626196391155,0.0,26.262628424932448,
AIZ,220.875,11061665792,Financial Services,56.81575431976789,HOLD,6.0,1.0370739615857183,-2.654683522183076,5.8246853092897135,4.0,18.166383701188455,BANKRUPTCY_RISK
DVA,150.82000732421875,10082166784,Healthcare,56.80122559606001,HOLD,6.0,1.6719638160277897,-2.7651719388418434,7.683336434077247,6.0,3.4345527279055132,
MU,449.1440124511719,505477431296,Technology,56.77283168141459,HOLD,6.0,22.64900490297895,-2.845272974500131,4.541124851058271,7.5,0.19058197929805032,
CHD,98.10980224609375,23559114752,Consumer Defensive,56.76707786144999,HOLD,6.0,8.379963265098926,-2.7002004880342914,5.622066276533309,4.5,7.0229453083833775,
VRSK,206.3800048828125,28763713536,Industrials,56.707763501446955,HOLD,6.0,11.189488805181595,-3.066663173750969,7.1314293429431075,2.0,11.444904815560742,
MPC,230.2899932861328,69225742336,Energy,56.65633264003452,HOLD,7.0,3.8308223792613685,-2.8810361844108607,7.494832986683923,5.0,-10.981802954290885,OVERVALUED_ANALYST
CCL,24.915000915527344,34510753792,Consumer Cyclical,56.641826403352795,HOLD,9.0,0.633093831695656,-2.663626708930016,6.070913201676398,1.5,52.51855751013807,BANKRUPTCY_RISK
DPZ,400.6549987792969,13473585152,Consumer Cyclical,56.58610459686636,HOLD,8.0,0.2445263621943501,-2.6643521940371118,7.6263856317665155,1.0,21.051778082810106,BANKRUPTCY_RISK
MDT,88.29399871826172,113359331328,Healthcare,56.58543381336617,HOLD,6.0,5.108679570376601,-2.589670798584342,4.29271690668309,1.0,26.84893834900605,
APA,34.91999816894531,12333775872,Energy,56.5,HOLD,6.0,2.066431272066633,-3.715542305025913,10.0,5.5,-16.953031155110494,OVERVALUED_ANALYST
SBAC,189.22000122070312,19991851008,Real Estate,56.49759078358808,HOLD,7.0,-0.8397038426631029,-2.5248722074035257,7.282072728387829,3.0,16.266778660145757,BANKRUPTCY_RISK
FAST,45.584999084472656,52346556416,Industrials,56.4968214298426,HOLD,8.0,57.83154353076725,-2.3721746863470816,6.581744048254629,5.0,-1.2833148979307996,
DHI,140.60000610351562,40928600064,Consumer Cyclical,56.488793256335825,HOLD,4.0,13.64783361141776,-3.4177316247431695,8.300823974955458,1.0,15.22047863975824,
NRG,153.4550018310547,32590188544,Utilities,56.48723277076027,HOLD,5.0,3.0525043945605854,-2.504837261035771,4.326949718713472,1.5,31.960508021068673,
ROP,352.0,37888376832,Technology,56.48147346652035,HOLD,6.0,4.427752563144111,-2.5290472791476875,4.240736733260177,1.0,29.555397727272737,
SYY,85.33999633789062,40862363648,Consumer Defensive,56.458456295091096,HOLD,5.0,4.580529512590195,-1.4623663918873497,7.332303769325437,6.0,5.460515423106893,ACCOUNTING_RISK
EA,199.8699951171875,50018209792,Communication Services,56.40535414634225,HOLD,7.0,11.291417268769829,-2.6520584231971784,6.335195260754401,4.0,5.068296958166777,
COO,71.08000183105469,13868732416,Healthcare,56.38530446612094,HOLD,5.0,6.401653236615095,-2.511777343074566,3.5259855663938025,2.0,32.94878667084273,
LMT,642.8300170898438,148749451264,Industrials,56.379436153401336,HOLD,5.0,4.717673510461417,-2.4134207701163675,6.937551942547521,5.5,2.670998934972964,
CAG,16.225000381469727,7761544704,Consumer Defensive,56.33905458082543,HOLD,6.0,1.8469143354471722,-2.676005784752087,7.367910793381535,1.5,17.103232994062356,
FISV,57.0,30657558528,Unknown,56.310023879976285,HOLD,5.0,2.24174130315444,-2.581329927608931,7.488345273321476,1.0,29.82456140350877,
KKR,86.22000122070312,79850020864,Financial Services,56.26839848762148,HOLD,4.0,3.4932842630190426,-2.613766138752023,5.050865910477409,1.5,57.736021891105835,
EQIX,985.510009765625,96831217664,Real Estate,56.2661691136584,HOLD,6.0,3.962434388970263,-2.6896802300730176,2.2670563240053903,7.0,5.73205646564762,
SYK,347.57000732421875,133011103744,Healthcare,56.26175100652139,HOLD,5.0,8.561939735267961,-2.616207165874707,4.96420883659403,1.0,22.996803806843236,
BA,214.19000244140625,168319959040,Industrials,56.2146975014995,HOLD,7.0,2.429264814948007,-3.6181802023477205,3.5240154174164173,2.5,28.390679707484907,
MTCH,30.524999618530273,7206042624,Communication Services,56.12950410984682,HOLD,7.0,-0.7903770436199289,-3.036353253024441,9.401360675081264,2.0,14.660116093017631,BANKRUPTCY_RISK
TER,297.5899963378906,46589485056,Technology,56.10084156983349,HOLD,5.0,38.196372229744455,-2.0976275563048543,5.708587970806464,6.0,5.850332294887242,
HSY,221.32000732421875,44880404480,Consumer Defensive,56.067998938251264,HOLD,5.0,7.458856200182405,-2.7288927134801497,4.80086971959903,5.5,6.6329261657198755,
WAT,290.45001220703125,28493690880,Healthcare,55.971128257522345,HOLD,4.0,20.85800000830322,-2.384785043679342,6.402230795427841,0.5,30.83146291250213,
IT,161.81500244140625,11663163392,Technology,55.96621302246783,HOLD,6.0,5.191478436808167,-2.9937629114844166,9.11403618888275,0.5,11.238140644702334,
NSC,291.4700012207031,65456009216,Industrials,55.93462310994254,HOLD,6.0,3.847190136653298,-2.784603227828914,5.430875784437239,4.0,8.072871541068062,
BRO,68.9749984741211,23549499392,Financial Services,55.93344745139823,HOLD,4.0,2.625076209123589,-2.531145576647744,4.6915623285595975,2.0,18.88365612761237,
PPL,38.819000244140625,29164980224,Utilities,55.89183683128756,HOLD,7.0,1.4891209527547757,-2.369858905664411,3.803394039080815,7.0,5.618382086459264,
FTNT,85.62999725341797,63678586880,Technology,55.806017104565974,HOLD,6.0,9.182775548696524,-2.6190777665752334,6.851331052137089,4.0,5.103355000291794,
LW,40.02000045776367,5576886272,Consumer Defensive,55.67132737930103,HOLD,4.0,3.3904150125107475,-2.4984237314348934,6.252330356317189,0.5,24.93752980530079,
GLW,133.2949981689453,114360188928,Technology,55.66442537683132,HOLD,6.0,9.39244539811679,-2.42348979180675,3.332212688415664,8.0,-4.722606440915877,
REG,77.70999908447266,14511934464,Real Estate,55.60798828603082,HOLD,7.0,2.4551577150110275,-2.5046851263566956,3.388688752057616,7.0,6.163944115248922,
ARES,100.76000213623047,33343438848,Financial Services,55.479060392422184,HOLD,7.0,2.3873832762878857,-2.860619342573426,4.656196862877762,1.5,65.74036965006324,
NOW,115.22000122070312,121594675200,Technology,55.38856055398438,HOLD,4.0,11.018345906596569,-2.8929210844485462,4.610946943658855,1.5,58.392638488540285,
NCLH,19.83930015563965,9037706240,Consumer Cyclical,55.275961333187325,HOLD,5.0,-1.181723187199792,-2.574807889267652,4.971313999926997,4.0,33.573260105482795,BANKRUPTCY_RISK
DD,45.630001068115234,19117844480,Basic Materials,55.2064315992473,HOLD,6.0,0.17214925245086476,-2.3259460585219975,1.8532157996236496,5.5,21.630503398742196,BANKRUPTCY_RISK
NUE,163.5050048828125,37419536384,Basic Materials,55.02410580545838,HOLD,6.0,7.927145393299164,-2.405213788377527,5.438861111874408,2.0,13.146383581709575,
GDDY,82.19000244140625,11107288064,Technology,54.93113979653572,HOLD,6.0,0.3963905193825652,-2.969958658407693,9.215569898267859,0.5,21.669299220778836,BANKRUPTCY_RISK
PYPL,45.81999969482422,42871574528,Financial Services,54.70690487696736,HOLD,8.0,3.7254966234456957,-2.5676160622082773,9.99036466053958,2.0,0.3928422225548681,
KDP,27.979999542236328,38015475712,Consumer Defensive,54.62403165978874,HOLD,6.0,1.7228002347956906,-2.368646163117794,5.06201582989437,1.5,26.876342318776995,
HON,235.8800048828125,149943189504,Industrials,54.42523786257071,HOLD,5.0,6.182084758958164,-2.595635268811474,5.362766973708089,5.5,3.8663705818212115,
JBHT,203.61000061035156,19387406336,Industrials,54.35358534884685,HOLD,8.0,8.337660862719229,-3.1040855714322415,5.7131122669028755,3.0,5.594027481707776,
RVTY,86.68000030517578,9827398656,Healthcare,54.092299600658876,HOLD,6.0,4.408972307161504,-2.5750391068160416,2.296149800329441,1.5,37.28657081337637,
EOG,135.27999877929688,73402720256,Energy,54.09226880341964,HOLD,4.0,6.613352859839628,-3.0468973878639503,7.707478313628134,5.0,2.010645509496701,
STLD,173.33999633789062,25307074560,Basic Materials,54.065252520669375,HOLD,4.0,9.045286137277044,-2.337563655060884,5.451455116999427,3.0,12.495675620003857,
NXPI,193.27000427246094,48837947392,Technology,53.94566516811523,HOLD,4.0,4.811311568955915,-2.539900030694536,6.139499250724278,0.0,32.974592186429604,
DRI,205.88999938964844,23947839488,Consumer Cyclical,53.78110459359973,HOLD,5.0,2.489381589864789,-2.8862679689471467,5.583057841750494,5.0,9.281655576765404,
DHR,189.74000549316406,134172622848,Healthcare,53.78084370487741,HOLD,5.0,7.217099896349909,-2.570599992052955,2.973755185772042,1.5,42.29998533953217,
JNJ,242.69000244140625,584858402816,Healthcare,53.63934046155778,HOLD,4.0,6.400168113922691,-2.2528181528535,7.736336897445556,5.5,-0.07829018068106171,
TRV,308.1050109863281,68726956032,Financial Services,53.52698063666138,HOLD,4.0,2.2817408972774404,-2.6507017014997065,6.430156984997355,8.0,-0.358647521762364,
TMO,471.2850036621094,175074951168,Healthcare,53.517621000126496,HOLD,4.0,6.31888248158136,-2.4571213312688487,4.425477166729915,1.0,41.63404199437844,
TRMB,67.5,16059664384,Technology,53.29934187566809,HOLD,4.0,6.549217637237263,-2.378259278608964,3.5663376045007125,1.5,35.55555555555556,
WMB,73.58000183105469,89882615808,Energy,53.252869742557046,HOLD,7.0,1.7454163873048498,-2.6025987305710006,4.539569288045303,5.5,6.007064499799777,
KMB,99.48999786376953,33022955520,Consumer Defensive,53.23119419239954,HOLD,5.0,4.284901176160682,-2.6879838429435505,7.9118651944125515,0.5,12.574130470241105,
DASH,165.61500549316406,71947526144,Consumer Cyclical,53.20595154373876,HOLD,6.0,8.222958789333275,-2.269021316188425,1.8529757718693798,1.5,60.009655653417326,
NKE,54.875,81236033536,Consumer Cyclical,53.14841877833386,HOLD,4.0,6.560628074415179,-2.668795522665122,5.740876055833595,0.0,35.94533029612755,
COR,350.44000244140625,68171333632,Healthcare,53.13684875880887,HOLD,5.0,0.9914430498723468,-2.543662219066273,5.440480873788961,3.5,18.422553677897607,BANKRUPTCY_RISK
HRL,22.815000534057617,12554734592,Consumer Defensive,53.11629580750786,HOLD,6.0,5.600196581585822,-2.622709977252011,4.058147903753929,0.0,20.534733097852627,
IRM,107.75,31876243456,Real Estate,53.107576491085055,HOLD,4.0,0.8272072483669399,-2.7165128083380847,2.4704549122091937,5.5,20.649651972157773,BANKRUPTCY_RISK
ROST,208.92999267578125,67949522944,Consumer Cyclical,53.037680122563046,HOLD,4.0,9.76226458277289,-5.4658303733439055,0.0,5.5,14.871013455896378,
BLK,939.7100219726562,146163941376,Financial Services,52.94650250360799,HOLD,3.0,3.4584025863891092,-2.213441544480129,3.9732512518039944,2.5,38.34054863765489,
WDAY,136.5800018310547,36466860032,Technology,52.822688000255965,HOLD,5.0,6.167630315622507,-2.768286413871484,2.4946773334613166,1.5,31.790890018184747,
BLDR,87.33000183105469,9659141120,Industrials,52.795699922566115,HOLD,5.0,2.7772791052925907,-2.847297855075593,4.731183294616394,0.0,43.13523116811593,
Q,111.625,23403175936,Technology,52.745441714592346,HOLD,5.0,4.757871567945475,-4.074162902374628,3.956054190629512,0.5,25.41993281075028,
PEG,84.68000030517578,42268360704,Utilities,52.69327496418697,HOLD,7.0,2.113534620843043,-2.23229712501985,4.122066739896414,5.5,6.2824748177274765,
SWKS,55.61000061035156,8362276864,Technology,52.67450932126248,HOLD,6.0,8.317799537972473,-3.0488007429286217,5.394529173679409,0.0,16.885450973903655,
OKE,85.54000091552734,53871689728,Energy,52.409147515967796,HOLD,5.0,1.8473525766629506,-2.2053074373606516,6.223201081211361,6.5,4.629412020211741,
AMP,444.42999267578125,41290084352,Financial Services,52.265033734232915,HOLD,6.0,0.8775637525650535,-2.6100549691427317,5.632516867116456,2.0,28.254170374100756,BANKRUPTCY_RISK
GPN,68.31500244140625,19121459200,Industrials,52.263633450091106,HOLD,5.0,1.9155407889866436,-2.648081394166101,3.9651500583788843,2.0,32.474561612761136,
UNH,286.2099914550781,259785900032,Healthcare,52.261100754810776,HOLD,6.0,2.209553001179773,-2.4679245401569103,5.380550377405386,0.5,27.703438353711974,
PFE,26.604000091552734,151277453312,Healthcare,52.22526250256613,HOLD,6.0,3.618854946074178,-2.5217511876337757,3.8683824407949694,6.0,1.488497620976189,
HII,407.54998779296875,15993357312,Industrials,52.21787422432904,HOLD,8.0,4.264601606138319,-2.1925976349732403,4.703034490959947,5.5,0.4784719090758105,
CVS,76.31999969482422,97095147520,Healthcare,52.21090166873169,HOLD,6.0,1.1367297645739551,-2.5678794867080628,2.355450834365843,2.5,25.78616402498547,
DUK,133.63999938964844,103927930880,Utilities,52.156340773771824,HOLD,7.0,0.8535189009342454,-2.7146695261012077,3.7394492075366434,8.0,4.0107756920318725,BANKRUPTCY_RISK
ITW,268.5899963378906,77407633408,Industrials,52.12398472685591,HOLD,4.0,14.584927812938123,-2.4407492166566156,7.4822883824627215,3.5,4.9927412952637935,
FTV,54.439998626708984,17290778624,Technology,52.02328074992019,HOLD,6.0,5.003988957262023,-3.031259563059903,3.690551468056583,1.0,16.64217781380703,
IFF,70.2249984741211,17984368640,Basic Materials,52.0,HOLD,6.0,1.6056352449686755,-2.5564252793012083,0.0,4.0,28.159490146754894,
FRT,106.12000274658203,9211771904,Real Estate,51.9051907040626,HOLD,4.0,1.7387962751534671,-2.6120719630138898,3.87765012869094,7.0,6.4832237800140495,
XEL,81.95999908447266,51132940288,Utilities,51.87889959863402,HOLD,5.0,1.3884112822755843,-2.6143989164711194,2.8679508941574845,6.0,9.80966447698573,
SCHW,94.52999877929688,167973830656,Financial Services,51.66666666666666,HOLD,7.0,0.6919944735016661,-2.24233693687568,0.0,5.0,29.059559478931636,BANKRUPTCY_RISK
TSN,61.83000183105469,21769043968,Consumer Defensive,51.63801343913174,HOLD,6.0,3.75288609597377,-2.6613716927578954,3.079521044145451,3.5,9.978971350840837,
D,63.36000061035156,55679856640,Utilities,51.48058720925694,HOLD,7.0,0.9667580945508454,-2.4028981146973742,4.034486033144841,7.0,5.744948476300592,BANKRUPTCY_RISK
VZ,51.04499816894531,215291691008,Communication Services,51.39912716402691,HOLD,5.0,1.921041124531854,-2.612151616018942,6.0328969153467895,7.0,-4.006265534924528,
EXPD,144.42999267578125,19356641280,Industrials,51.32158040635828,HOLD,7.0,13.40807434996777,-2.679328452010848,7.827456869845802,3.0,-2.721036401769652,
AXON,491.1499938964844,39487315968,Industrials,51.305236996239216,HOLD,6.0,13.68063272738686,-2.172150620112162,0.6526184981196088,2.5,48.12175690535164,
